,Rating,Title,Review,Review_Date
171,4.0,Good,Excellent performance,12 August 2022
172,4.0,Worth for money,Nice mobile,18 August 2022
173,5.0,Just a Great Super Camera Mobile,"Great Camera, Image processing even when zoomed max. Big lences make ligh go in with great pictures. Super Battery life and Super fast Charging. Looks even great with reflective back. Great Screen with good screen brightness good in sharp sun.Great phone to buy at 25k.",10 September 2022
174,4.0,Worth for money,Worth for money. Speed is good,9 August 2022
175,5.0,Fast charging,Battery is fully charged in half an hour...and back up is good too...back and front cams are good...,27 September 2022
176,4.0,Good Phone ...You can definitely buy .,Good Purchase ..Super Fast Charging and battery life is also good .Plus the UI interface is also clean .I am using this phone for the past one month and not yet faced any issue 🙂 .No heating issue ..Camera could have been better but it's ok.,28 July 2022
177,4.0,Average one,Not so good like. It can be better,15 August 2022
178,4.0,Overall good,Overall good phone..but battery backup may be issue for heavy user..,12 August 2022
179,3.0,Average Phone. So keep average expectations.,"Writing the reviews after 3 days of UsageDesign: Phone's design is good looking and decent. The phone sits well in the hands but has to be used with a cover due to its glossy finish at the back. The phone comes with a cover and the screen cover as well. There is one speaker besides the charging point and there's a 3.5mm jack as well. Volume buttons are to the left side and the front camera is placed at the top left corner of the phone.Performance: Good performance. I tried gaming on this phone with high specs and found no issues, no major lags found. Yeah the phone heats up a bit after continuous usage. Continuous calls will heat the phone as well. Heating issues reported on other OnePlus devices are still being noticed here in this phone but not to thay extent, seems that OnePlus has worked on it but not to a greater extent! Apps work smoothly as far as performance is concerned. Unlocking phone is quick. Android 12 could have made this phone a perfect buy, but that's not a deal breaker either as OnePlus has promised a guaranteed 2 year Phone updates and 3 years security updates.Battery: Okayish. If you're a gamer or heavy user like viewing lot of videos etc, you'll have to charge your phone twice a day. For a Average user this phone will get 1 day enough to survive. Battery drains are worked but again not to a great extent. But that is coped up with the 65W charger which as per my real time experiments charged from 0 to 80 in 25 mins not 15 mins claimed by OnePlus. Battey improvements must be done by OnePlus further.Camera: Decent, but not impressive. 64MP is what on the papers but realme sensors work good versus this Phone. Night photos are not sharp as well. Colors are thrown by the AI but still would like to have improvements on the camera perspective. Definitely not the OnePlus benchmark cams for sure.Music, Audio, Video, Display: The speakers are not dobly ones but do the job wonderfully. Enough sound and no issues with video calls. Watching videos and graphics are good, impressed here. Phone will give you two options of 60 hz and 90 hz display rates with 90 as default and this too does the job very well. Scrolling and switching between the apps works smooth.Overall its a decent phone. The issue stands with longetivity of the Mediatek Processor and OnePlus support to this phone. As per my views if you're a gamer, would suggest not to go with this phone. If you're a normal user and charging phone twice a day is not a concern for you, go for it. If you are user having expectations from camera performance, don't go with this phone. If you're a user who wants decent performance and camera, then go for this phone.Will update my reviews ad and when I keep using this phone and find anything.",28 February 2022
180,5.0,A good choice for upgrade,"Nord CE 2 is a decent choice for someone looking to upgrade from an under 15k segment phone. Review after using the 6GB variant for 5 days:Pros:- Decent battery life and excellent charging speed- Smooth performance and display- Comparatively compact and light weight- ""Unofficial"" water resistance (read below)- Design and color is neatCons:- Speaker isn't great- Camera is okayish- Unsure of OS experience in the future, stable and bloat free as of nowDetailed:- Decent battery life and performance. I got around 7 to 8 hrs of screen time from battery at 100% to 20% with normal use with 4G internet (social media, chat, some camera and mobile hotspot tethering at 90HZ display refresh rate). Changing display refresh rate to 60Hz seems to improve battery drain, but 90Hz looks very smooth.- 65W fast charging is great, can charge from 20% to 100% in 30 minutes. Also not much heating during charging.- OS looks clean, some preinstalled apps could be uninstalled or disabled. But surprisingly found 3 file manager apps (of which two can be disabled) and two photos app (OnePlus Gallery and Google Photos app, which can't be uninstalled). Didn't find any bugs or functionality issue, no lags or stuttering. Apps open instantly and work fine. OxygenOS 11.3 with Feb 2022 security patch. I guess a stable Android 11 is better than a buggier Android 12 for most customers. But not sure what will happen from OxygenOS 12 which shares Oppo's ColorOS.- Some heating issue was there on a first day of use, but then got a system update and haven't noticed any heating afterwards.- Saw a rubber seal for the SIM tray, which could mean that there is some degree of water resistance, but there is no official IP rating. Also saw a YouTube video that tests the water resistance and the phone survived 15 min submersion in water. So there seems to be ""unofficial"" water resistance.- Cameras are okayish. Main cam takes good pictures at good lighting, but colors are a bit saturated. In wide angle camera, the exposure and color is less. Photos from selfie cam are a bit soft without any filters or modes. Haven't tested much low light or night photography.- Phone back panel is made of plastic, feels like plastic to touch but the blue color back panel looks really good. Good to hold in hand and use because of comparatively compact and thin size. A smaller bottom chin / bezel would have been better. The case provided is translucent and has a small pattern design (ie its not a plain).Overall it's a good phone to buy, you get some features like headphone jack and expandable memory which is good for people who have been using it from their previous phones.",Reviewed in India 🇮🇳 on 27 February 2022
181,4.0,Good,Good,Reviewed in India 🇮🇳 on 11 August 2022
182,4.0,Good phone,Nice phone,Reviewed in India 🇮🇳 on 15 August 2022
183,3.0,Not much happy with this mobile,"I don't know why! Maybe because I'm an iphone user! I broke my iphone and need to buy a temporary phone, so i bought this mobile. It's okay a bit, but main problem is when I'm calling!While calling the screen automatically touches with my ear and it mutes the call everytime. In this case i have to come out of the call screen, then only it doesn't get muted with my ear touching the screen. Or i need to use Bluetooth headset. I never faced these issues on my iphone.",Reviewed in India 🇮🇳 on 10 September 2022
184,4.0,Worthy for the price range,Worthy for the price range,Reviewed in India 🇮🇳 on 9 August 2022
185,4.0,Over all experience are good,Glassy and nice llok,Reviewed in India 🇮🇳 on 9 August 2022
186,4.0,I love it.,In this range mobile is best.Mobile display is the bestest 😉 in Amoled display etc,Reviewed in India 🇮🇳 on 5 August 2022
187,4.0,No issue,No issue,Reviewed in India 🇮🇳 on 10 August 2022
188,4.0,Need Help,Lost this mobile today in my college.. My mobile internet was off.. how can I try to find it,Reviewed in India 🇮🇳 on 8 August 2022
189,4.0,I think best phone under 25000,"I bought it for my father, who is an average user with only using phone for calling, reading news, watching youtube, messaging..Just common stuff.Not gaming.So I opted this over Samsung(Which was the priority;A52s) because this has an headphone jack, good speaker,90 hz oled screen, clean and smooth software and good processor.(Same features in A52s but 6000 cheaper).And he didn't even have a complaint till now.So I am summarizingPros:Excellent Screen-90 Hz oledGood & Clean software-Oxygen OS 11Loud speaker- Eventhough monoSuper Fast charging-65 WAbove average battery performanceGood processing-Dimensity 900Better Haptics than SamsungCons:Below average camera-Eventhough the outcome is very sharp and detailed, the colouring and skin tone is very bad.Need big improvements through software update.If your first priority is camera look for samsung,10x better photos and dynamic rangeSo consider all this I have mentioned before buying.",Reviewed in India 🇮🇳 on 10 June 2022
